country,country1,country2,country_others,director,director_cn1,director_cn2,director_en1,director_en2,info,movie_name,ranking,score,score_num,year
美国 英国,美国,英国,,詹姆斯·卡梅隆 James Cameron,詹姆斯·卡梅隆,,James Cameron,,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009 / 美国 英国 / 动作 科幻 冒险",阿凡达,89,8.7,851297,2009
美国,美国,,,查理·卓别林 Charles Chaplin,查理·卓别林,,Charles Chaplin,,"导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...
                            1936 / 美国 / 剧情 喜剧 爱情",摩登时代,90,9.3,168378,1936
美国,美国,,,戈尔·维宾斯基 Gore Verbinski,戈尔·维宾斯基,,Gore Verbinski,,"导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...
                            2003 / 美国 / 动作 冒险 奇幻",加勒比海盗,91,8.7,562456,2003
美国,美国,,,James Mangold,,,James Mangold,,"导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet
                            2003 / 美国 / 剧情 悬疑 惊悚",致命ID,92,8.8,490514,2003
美国 加拿大,美国,加拿大,,李安 Ang Lee,李安,,Ang Lee,,"导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005 / 美国 加拿大 / 剧情 爱情 同性 家庭",断背山,93,8.8,482888,2005
日本,日本,,,宫崎骏 Hayao Miyazaki,宫崎骏,,Hayao Miyazaki,,"导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动画 奇幻 冒险",幽灵公主,94,8.9,356294,1997
日本,日本,,,泷田洋二郎 Yôjirô Takita,泷田洋二郎,,Yôjirô Takita,,"导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情",入殓师,95,8.8,420871,2008
中国香港,中国香港,,,"周星驰 Stephen Chow , 李力持 Lik-Chi Lee",周星驰,李力持,Stephen Chow,Lik-Chi Lee,"导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...
                            1999 / 中国香港 / 喜剧 剧情 爱情",喜剧之王,96,8.7,569473,1999
中国大陆 中国香港,中国大陆,中国香港,,姜文 Wen Jiang,姜文,,Wen Jiang,,"导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 中国香港 / 剧情 爱情",阳光灿烂的日子,97,8.8,406803,1994
丹麦 瑞典,丹麦,瑞典,,托马斯·温特伯格 Thomas Vinterberg,托马斯·温特伯格,,Thomas Vinterberg,,"导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情",狩猎,98,9.1,214209,2012
中国香港,中国香港,,,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 中国香港 / 剧情 爱情",重庆森林,99,8.7,507527,1994
美国,美国,,,M·奈特·沙马兰 M. Night Shyamalan,·奈特·沙马兰,,M M. Night Shyamalan,,"导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚",第六感,100,8.9,349322,1999
德国 瑞士 南非,德国,瑞士,南非,阿兰·葛斯彭纳 Alain Gsponer,阿兰·葛斯彭纳,,Alain Gsponer,,"导演: 阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen /...
                            2015 / 德国 瑞士 南非 / 剧情 冒险 家庭",海蒂和爷爷,101,9.2,180489,2015
韩国,韩国,,,奉俊昊 Joon-ho Bong,奉俊昊,,Joon-ho Bong,,"导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚",杀人回忆,102,8.8,381775,2003
澳大利亚,澳大利亚,,,亚当·艾略特 Adam Elliot,亚当·艾略特,,Adam Elliot,,"导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 / 剧情 喜剧 动画",玛丽和马克思,103,8.9,305049,2009
日本,日本,,,森淳一 Junichi Mori,森淳一,,Junichi Mori,,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情",小森林 夏秋篇,104,9.0,251412,2014
美国,美国,,,大卫·芬奇 David Fincher,大卫·芬奇,,David Fincher,,"导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚",消失的爱人,105,8.7,568931,2014
意大利 法国 巴西 美国 荷兰 德国,意大利,法国,"巴西,美国,荷兰,德国",卢卡·瓜达尼诺 Luca Guadagnino,卢卡·瓜达尼诺,,Luca Guadagnino,,"导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...
                            2017 / 意大利 法国 巴西 美国 荷兰 德国 / 剧情 爱情 同性",请以你的名字呼唤我,106,8.8,367354,2017
日本,日本,,,中岛哲也 Tetsuya Nakashima,中岛哲也,,Tetsuya Nakashima,,"导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010 / 日本 / 剧情 惊悚",告白,107,8.7,497475,2010
中国台湾 日本,中国台湾,日本,,杨德昌 Edward Yang,杨德昌,,Edward Yang,,"导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...
                            2000 / 中国台湾 日本 / 剧情 爱情 家庭",一一,108,9.0,224559,2000
美国,美国,,,蒂姆·波顿 Tim Burton,蒂姆·波顿,,Tim Burton,,"导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 家庭 奇幻 冒险",大鱼,109,8.8,374192,2003
美国 奥地利 瑞士,美国,奥地利,瑞士,理查德·林克莱特 Richard Linklater,理查德·林克莱特,,Richard Linklater,,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            1995 / 美国 奥地利 瑞士 / 剧情 爱情",爱在黎明破晓前,110,8.8,356384,1995
日本,日本,,,今敏 Satoshi Kon,今敏,,Satoshi Kon,,"导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚",红辣椒,111,9.0,235364,2006
韩国,韩国,,,姜炯哲 Hyeong-Cheol Kang,姜炯哲,,Hyeong-Cheol Kang,,"导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011 / 韩国 / 剧情 喜剧",阳光姐妹淘,112,8.8,406700,2011
日本,日本,,,近藤喜文 Yoshifumi Kondo,近藤喜文,,Yoshifumi Kondo,,"导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995 / 日本 / 剧情 爱情 动画",侧耳倾听,113,8.9,280505,1995
韩国,韩国,,,李焕庆 Hwan-kyeong Lee,李焕庆,,Hwan-kyeong Lee,,"导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭",7号房的礼物,114,8.8,310263,2013
中国香港,中国香港,,,刘镇伟 Jeffrey Lau,刘镇伟,,Jeffrey Lau,,"导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 中国香港 / 喜剧 奇幻 武侠 古装",射雕英雄传之东成西就,115,8.7,413195,1993
美国 英国,美国,英国,,大卫·叶茨 David Yates,大卫·叶茨,,David Yates,,"导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险",哈利·波特与死亡圣器(下),116,8.8,449425,2011
中国香港,中国香港,,,陈可辛 Peter Chan,陈可辛,,Peter Chan,,"导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 中国香港 / 剧情 爱情",甜蜜蜜,117,8.8,328853,1996
美国,美国,,,托尼·凯耶 Tony Kaye,托尼·凯耶,,Tony Kaye,,"导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...
                            2011 / 美国 / 剧情",超脱,118,8.9,284630,2011
中国香港,中国香港,,,程小东 Siu-Tung Ching,程小东,,Siu-Tung Ching,,"导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 中国香港 / 爱情 奇幻 武侠 古装",倩女幽魂,119,8.7,438261,1987
日本,日本,,,森淳一 Junichi Mori,森淳一,,Junichi Mori,,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情",小森林 冬春篇,120,9.0,218644,2015
美国,美国,,,"迪恩·德布洛斯 Dean DeBlois , 克里斯·桑德斯 Chris Sanders",迪恩·德布洛斯,克里斯·桑德斯,Dean DeBlois,Chris Sanders,"导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...
                            2010 / 美国 / 动画 奇幻 冒险",驯龙高手,121,8.7,476142,2010
美国 英国,美国,英国,,克里斯托弗·诺兰 Christopher Nolan,克里斯托弗·诺兰,,Christopher Nolan,,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚",蝙蝠侠：黑暗骑士崛起,122,8.7,454048,2012
日本,日本,,,北野武 Takeshi Kitano,北野武,,Takeshi Kitano,,"导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧",菊次郎的夏天,123,8.8,313776,1999
中国香港,中国香港,,,李力持 Lik-Chi Lee,李力持,,Lik-Chi Lee,,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 中国香港 / 喜剧 爱情 古装",唐伯虎点秋香,124,8.6,609055,1993
韩国,韩国,,,金秉祐 Byeong-woo Kim,金秉祐,,Byeong-woo Kim,,"导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑",恐怖直播,125,8.8,382800,2013
美国,美国,,,理查德·林克莱特 Richard Linklater,理查德·林克莱特,,Richard Linklater,,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2004 / 美国 / 剧情 爱情",爱在日落黄昏时,126,8.8,310006,2004
日本,日本,,,大森贵弘 Takahiro Omori,大森贵弘,,Takahiro Omori,,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻",萤火之森,127,8.8,293048,2011
美国,美国,,,史蒂文·斯皮尔伯格 Steven Spielberg,史蒂文·斯皮尔伯格,,Steven Spielberg,,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            2004 / 美国 / 喜剧 剧情 爱情",幸福终点站,128,8.8,335407,2004
美国,美国,,,"唐·霍尔 Don Hall , 克里斯·威廉姆斯 Chris Williams",唐·霍尔,克里斯·威廉姆斯,Don Hall,Chris Williams,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险",超能陆战队,129,8.7,617262,2014
日本,日本,,,米林宏昌 Hiromasa Yonebayashi,米林宏昌,,Hiromasa Yonebayashi,,"导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险",借东西的小人阿莉埃蒂,130,8.8,333094,2010
美国,美国,,,彼得·法雷里 Peter Farrelly,彼得·法雷里,,Peter Farrelly,,"导演: 彼得·法雷里 Peter Farrelly   主演: 维果·莫腾森 Viggo Mortensen /...
                            2018 / 美国 / 剧情 喜剧 传记",绿皮书,131,8.9,869319,2018
日本,日本,,,宫崎骏 Hayao Miyazaki,宫崎骏,,Hayao Miyazaki,,"导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
                            1984 / 日本 / 动画 奇幻 冒险",风之谷,132,8.8,259097,1984
日本,日本,,,是枝裕和 Hirokazu Koreeda,是枝裕和,,Hirokazu Koreeda,,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情",无人知晓,133,9.1,154128,2004
美国 法国,美国,法国,,"皮艾尔·柯芬 Pierre Coffin , 克里斯·雷纳德 Chris Renaud",皮艾尔·柯芬,克里斯·雷纳德,Pierre Coffin,Chris Renaud,"导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 法国 / 喜剧 动画 冒险",神偷奶爸,134,8.6,621869,2010
巴西 法国,巴西,法国,,"费尔南多·梅里尔斯 Fernando Meirelles , 卡迪亚·兰德 Kátia Lund",费尔南多·梅里尔斯,卡迪亚·兰德,Fernando Meirelles,Kátia Lund,"导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...
                            2002 / 巴西 法国 / 犯罪 剧情",上帝之城,135,8.9,211934,2002
美国,美国,,,"彼特·道格特 Pete Docter , 大卫·斯沃曼 David Silverman",彼特·道格特,大卫·斯沃曼,Pete Docter,David Silverman,"导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 儿童 喜剧 动画 奇幻 冒险",怪兽电力公司,136,8.7,395739,2001
美国,美国,,,李·昂克里奇 Lee Unkrich,李·昂克里奇,,Lee Unkrich,,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险",玩具总动员3,137,8.8,306911,2010
美国 澳大利亚,美国,澳大利亚,,梅尔·吉布森 Mel Gibson,梅尔·吉布森,,Mel Gibson,,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 美国 澳大利亚 / 剧情 传记 历史 战争",血战钢锯岭,138,8.7,514380,2016
美国,美国,,,詹姆斯·温 James Wan,詹姆斯·温,,James Wan,,"导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 / 悬疑 惊悚 恐怖",电锯惊魂,139,8.7,315465,2004
中国香港 中国大陆,中国香港,中国大陆,,罗启锐 Alex Law,罗启锐,,Alex Law,,"导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 中国香港 中国大陆 / 剧情 家庭",岁月神偷,140,8.7,419084,2010
中国台湾 美国,中国台湾,美国,,李安 Ang Lee,李安,,Ang Lee,,"导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...
                            1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭",喜宴,141,8.9,213209,1993
日本,日本,,,黑泽明 Akira Kurosawa,黑泽明,,Akira Kurosawa,,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情",七武士,142,9.2,119302,1954
美国 德国,美国,德国,,保罗·格林格拉斯 Paul Greengrass,保罗·格林格拉斯,,Paul Greengrass,,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 / 动作 悬疑 惊悚",谍影重重3,143,8.8,275155,2007
美国,美国,,,克林特·伊斯特伍德 Clint Eastwood,克林特·伊斯特伍德,,Clint Eastwood,,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪",完美的世界,144,9.1,142349,1993
中国香港,中国香港,,,吴宇森 John Woo,吴宇森,,John Woo,,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 中国香港 / 剧情 动作 犯罪",英雄本色,145,8.7,307453,1986
英国,英国,,,理查德·柯蒂斯 Richard Curtis,理查德·柯蒂斯,,Richard Curtis,,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...
                            2013 / 英国 / 喜剧 爱情 奇幻",时空恋旅人,146,8.7,333067,2013
法国 英国 美国,法国,英国,美国,乔·怀特 Joe Wright,乔·怀特,,Joe Wright,,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情",傲慢与偏见,147,8.6,466778,2005
美国,美国,,,"科克·德·米科 Kirk De Micco , 克里斯·桑德斯 Chris Sanders",科克·德·米科,克里斯·桑德斯,Kirk De Micco,Chris Sanders,"导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险",疯狂原始人,148,8.7,557230,2013
日本,日本,,,高畑勋 Isao Takahata,高畑勋,,Isao Takahata,,"导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争",萤火虫之墓,149,8.7,290621,1988
中国香港 中国台湾,中国香港,中国台湾,,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
                            1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装",东邪西毒,150,8.6,390705,1994
美国,美国,,,弗朗西斯·福特·科波拉 Francis Ford Coppola,弗朗西斯·福特·科波拉,,Francis Ford Coppola,,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪",教父3,151,8.9,211486,1990
英国 美国 法国,英国,美国,法国,理查德·柯蒂斯 Richard Curtis,理查德·柯蒂斯,,Richard Curtis,,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情",真爱至上,152,8.6,457515,2003
美国,美国,,,达米恩·查泽雷 Damien Chazelle,达米恩·查泽雷,,Damien Chazelle,,"导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐",爆裂鼓手,153,8.7,347644,2014
中国大陆,中国大陆,,,忻钰坤 Yukun Xin,忻钰坤,,Yukun Xin,,"导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑",心迷宫,154,8.7,301592,2014
美国,美国,,,昆汀·塔伦蒂诺 Quentin Tarantino,昆汀·塔伦蒂诺,,Quentin Tarantino,,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险",被解救的姜戈,155,8.7,389477,2012
中国香港,中国香港,,,吴宇森 John Woo,吴宇森,,John Woo,,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 中国香港 / 剧情 喜剧 动作 犯罪",纵横四海,156,8.8,249618,1991
英国 美国,英国,美国,,"丹尼·鲍尔 Danny Boyle , 洛芙琳·坦丹 Loveleen Tandan",丹尼·鲍尔,洛芙琳·坦丹,Danny Boyle,Loveleen Tandan,"导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 美国 / 剧情 爱情",贫民窟的百万富翁,157,8.6,522658,2008
美国,美国,,,克里斯托弗·诺兰 Christopher Nolan,克里斯托弗·诺兰,,Christopher Nolan,,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚",记忆碎片,158,8.6,397493,2000
美国 英国,美国,英国,,马丁·麦克唐纳 Martin McDonagh,马丁·麦克唐纳,,Martin McDonagh,,"导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...
                            2017 / 美国 英国 / 剧情 犯罪",三块广告牌,159,8.7,538213,2017
美国,美国,,,达伦·阿罗诺夫斯基 Darren Aronofsky,达伦·阿罗诺夫斯基,,Darren Aronofsky,,"导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚",黑天鹅,160,8.5,581617,2010
阿根廷 西班牙,阿根廷,西班牙,,达米安·斯兹弗隆 Damián Szifron,达米安·斯兹弗隆,,Damián Szifron,,"导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪",荒蛮故事,161,8.8,248463,2014
美国,美国,,,让-马克·瓦雷 Jean-Marc Vallée,让马克·瓦雷,,- Jean-Marc Vallée,,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性",达拉斯买家俱乐部,162,8.8,285948,2013
中国大陆,中国大陆,,,"严定宪 Dingxian Yan , 王树忱 Shuchen Wang",严定宪,王树忱,Dingxian Yan,Shuchen Wang,"导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻",哪吒闹海,163,9.0,147818,1979
美国,美国,,,杰茜·尼尔森 Jessie Nelson,杰茜·尼尔森,,Jessie Nelson,,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭",我是山姆,164,8.9,177187,2001
日本,日本,,,新海诚 Makoto Shinkai,新海诚,,Makoto Shinkai,,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画",你的名字。,165,8.4,845428,2016
中国香港,中国香港,,,王家卫 Kar Wai Wong,王家卫,,Kar Wai Wong,,"导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 中国香港 / 剧情 爱情",花样年华,166,8.6,361683,2000
美国,美国,,,巴瑞·莱文森 Barry Levinson,巴瑞·莱文森,,Barry Levinson,,"导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情",雨人,167,8.7,283207,1988
英国 南非 意大利,英国,南非,意大利,特瑞·乔治 Terry George,特瑞·乔治,,Terry George,,"导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 / 剧情 历史 战争",卢旺达饭店,168,8.9,176154,2004
中国大陆,中国大陆,,,"王树忱 Shuchen Wang , 钱运达 Yunda Qian",王树忱,钱运达,Shuchen Wang,Yunda Qian,"导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian   主演: 丁建华 Jianhua Din...
                            1983(中国大陆) / 2019(中国大陆重映) / 中国大陆 / 动画 奇幻",天书奇谭,169,9.2,110236,1983
美国,美国,,,史蒂文·斯皮尔伯格 Steven Spielberg,史蒂文·斯皮尔伯格,,Steven Spielberg,,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...
                            2018 / 美国 / 动作 科幻 冒险",头号玩家,170,8.7,901853,2018
美国,美国,,,"彼特·道格特 Pete Docter , 罗纳尔多·德尔·卡门 Ronaldo Del Carmen",彼特·道格特,罗纳尔多·德尔·卡门,Pete Docter,Ronaldo Del Carmen,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险",头脑特工队,171,8.7,368856,2015
中国大陆 中国香港,中国大陆,中国香港,,周星驰 Stephen Chow,周星驰,,Stephen Chow,,"导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...
                            2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻",功夫,172,8.5,537200,2004
日本,日本,,,藤森雅也 Masaya Fujimori,藤森雅也,,Masaya Fujimori,,"导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
                            2010 / 日本 / 剧情 动画 儿童",你看起来好像很好吃,173,8.8,218013,2010
美国,美国,,,瑞奇·莫尔 Rich Moore,瑞奇·莫尔,,Rich Moore,,"导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险",无敌破坏王,174,8.7,333352,2012
美国,美国,,,肯尼斯·罗纳根 Kenneth Lonergan,肯尼斯·罗纳根,,Kenneth Lonergan,,"导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭",海边的曼彻斯特,175,8.6,317264,2016
日本,日本,,,Seijirô Kôyama,,,Seijirô Kôyama,,"导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情",忠犬八公物语,176,9.1,109468,1987
日本,日本,,,今敏 Satoshi Kon,今敏,,Satoshi Kon,,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚",未麻的部屋,177,8.9,163224,1997
美国,美国,,,尼克·卡索维茨 Nick Cassavetes,尼克·卡索维茨,,Nick Cassavetes,,"导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情",恋恋笔记本,178,8.5,413217,2004
瑞典,瑞典,,,汉内斯·赫尔姆 Hannes Holm,汉内斯·赫尔姆,,Hannes Holm,,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情",一个叫欧维的男人决定去死,179,8.8,218807,2015
美国,美国,,,"卡洛斯·沙尔丹哈 Carlos Saldanha , 克里斯·韦奇 Chris Wedge",卡洛斯·沙尔丹哈,克里斯·韦奇,Carlos Saldanha,Chris Wedge,"导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险",冰川时代,180,8.5,407913,2002
